Nome da Música,Nome do Artista,Ano de Lançamento,Gênero Musical,Letra da Música,Playlist
Brasil Pandeiro,Novos Baianos,1972,MPB,"Chegou a hora dessa gente bronzeada mostrar seu valor
Eu fui à Penha, fui pedir ao Padroeiro para me ajudar
Salve o Morro do Vintém, Pendura a saia eu quero ver
Eu quero ver o tio Sam tocar pandeiro para o mundo sambar

O Tio Sam está querendo conhecer a nossa batucada
Anda dizendo que o molho da baiana melhorou seu prato
Vai entrar no cuzcuz, acarajé e abará
Na Casa Branca já dançou a batucada de ioiô, iaiá

Brasil, esquentai vossos pandeiros
Iluminai os terreiros que nós queremos sambar!

Há quem sambe diferente noutras terras, noutra gente
Num batuque de matar
Batucada, reunir nossos valores
Pastorinhas e cantores
Expressão que não tem par, ó meu Brasil

Brasil, esquentai vossos pandeiros
Iluminai os terreiros que nós queremos sambar!

Brasil, esquentai vossos pandeiros
Iluminai os terreiros que nós queremos sambar!

Ô, ô, sambar.
Ô, ô, sambar...",O Melhor da MPB
Que Beleza,Tim Maia,1973,MPB,"Que beleza é sentir a natureza
Ter certeza pra onde vai e de onde vem
Que beleza é lhe dá pureza
E sem medo distinguir o mal e o bem
Uh uh uh que beleza
Uh uh uh que beleza
Que beleza é saber seu nome
Sua origem, seu passado e seu futuro
Que beleza é conhecer o desencanto
Viver tudo bem mais claro no escuro
Uh uh uh que beleza
Uh uh uh que beleza
Abra a porta e vá entrando
Felicidade vai brilhar no mundo
Que beleza
Que beleza
Que beleza
Que beleza",O Melhor da MPB
Sina,Djavan,1982,MPB,"Pai e mãe, ouro de mina
Coração, desejo e sina
Tudo mais, pura rotina, jazz
Tocarei seu nome pra poder falar de amor
Minha princesa, art-nouveau da natureza
Tudo o mais, pura beleza, jazz

A luz de um grande prazer
É irremediável neon
Quando o grito do prazer
Açoitar o ar, réveillon

O luar, estrela-do-mar
O Sol e o dom
Quiçá, um dia, a fúria desse front
Virá lapidar o sonho até gerar o som
Como querer caetanear o que há de bom

O luar, estrela-do-mar
O Sol e o dom
Quiçá, um dia, a fúria desse front
Virá lapidar o sonho até gerar o som
Como querer caetanear o que há de bom
Yeah, yeah, yeah

Pai e mãe, ouro de mina
Coração, desejo e sina
Tudo o mais, pura rotina, jazz
Tocarei seu nome pra poder falar de amor
Minha princesa, art-nouveau da natureza
Tudo o mais, pura beleza, jazz

A luz de um grande prazer
É irremediável neon
Quando o grito do prazer
Açoitar o ar, réveillon

O luar, estrela-do-mar
O Sol e o dom
Quiçá, um dia, a fúria desse front
Virá lapidar o sonho até gerar o som
Como querer caetanear o que há de bom

O luar, estrela do mar
O Sol e o dom
Quiçá, um dia, a fúria desse front
Virá lapidar o sonho até gerar o som
Como querer caetanear o que há de bom
Yeah, yeah, yeah

Yeah, yeah, yeah
Yeah
Yeah",O Melhor da MPB
Chão de Giz,Zé Ramalho,1997,MPB,"Eu desço dessa solidão
Espalho coisas sobre um chão de giz
Há meros devaneios tolos a me torturar
Fotografias recortadas
Em jornais de folhas amiúde

Eu vou te jogar num pano de guardar confetes
Eu vou te jogar num pano de guardar confetes

Disparo balas de canhão
É inútil, pois existe um grão-vizir
Há tantas violetas velhas sem um colibri
Queria usar, quem sabe
Uma camisa de força ou de Vênus

Mas não vou gozar de nós apenas um cigarro
Nem vou lhe beijar, gastando assim o meu batom

Agora pego um caminhão
Na lona vou a nocaute outra vez
Pra sempre fui acorrentado no seu calcanhar
Meus vinte anos de boy, that's over, baby
Freud explica

Não vou me sujar fumando apenas um cigarro
Nem vou lhe beijar, gastando assim o meu batom
Quanto ao pano dos confetes, já passou meu carnaval
E isso explica porque o sexo é assunto popular

No mais, estou indo embora
No mais, estou indo embora
No mais, estou indo embora
No mais",O Melhor da MPB
A Palo Seco,Belchior,1975,MPB,"Se você vier me perguntar por onde andei
No tempo em que você sonhava
De olhos abertos, lhe direi
Amigo, eu me desesperava

Sei que assim falando pensas
Que esse desespero é moda em 76
Mas ando mesmo descontente
Desesperadamente, eu grito em português
Mas ando mesmo descontente
Desesperadamente, eu grito em português

Tenho vinte e cinco anos
De sonho e de sangue
E de América do Sul
Por força deste destino
Um tango argentino
Me vai bem melhor que um blues

Sei que assim falando pensas
Que esse desespero é moda em 76
E eu quero é que esse canto torto
Feito faca, corte a carne de vocês
E eu quero é que esse canto torto
Feito faca, corte a carne de vocês

Tenho vinte e cinco anos
De sonho e de sangue
E de América do Sul
Por força deste destino
Um tango argentino
Me vai bem melhor que um blues

Sei que assim falando, pensas
Que esse desespero é moda em 76
E eu quero é que esse canto torto
Feito faca, corte a carne de vocês
E eu quero é que esse canto torto
Feito faca, corte a carne de vocês",O Melhor da MPB
Samba da Bênção,Maria Bethânia,2007,MPB,"É melhor ser alegre que ser triste
Alegria é a melhor coisa que existe
É assim como a luz no coração

Mas pra fazer um samba com beleza
É preciso um bocado de tristeza
É preciso um bocado de tristeza
Senão, não se faz um samba não

Fazer samba não é contar piada
E quem faz samba assim não é de nada
O bom samba é uma forma de oração

Porque o samba é a tristeza que balança
E a tristeza tem sempre uma esperança
A tristeza tem sempre uma esperança
De um dia não ser mais triste não

Ponha um pouco de amor numa cadência
E vai ver que ninguém no mundo vence
A beleza que tem um samba, não

Porque o samba nasceu lá na Bahia
E se hoje ele é branco na poesia
Se hoje ele é branco na poesia
Ele é negro demais no coração",O Melhor da MPB
Sangue latino,Secos & Molhados,2003,Rock,"Jurei mentiras e sigo sozinho
Assumo os pecados
Os ventos do norte não movem moinhos

E o que me resta é só um gemido
Minha vida, meus mortos, meus caminhos tortos
Meu sangue latino
Minha alma cativa

Rompi tratados, traí os ritos
Quebrei a lança, lancei no espaço
Um grito, um desabafo

E o que me importa é não estar vencido
Minha vida, meus mortos, meus caminhos tortos
Meu sangue latino
Minha alma cativa",O Melhor da MPB
Lança Perfume,Rita Lee,1984,MPB,"Lança, menina, lança todo esse perfume
Desbaratina, não dá pra ficar imune
Ao teu amor que tem cheiro de coisa maluca
Vem cá, meu bem, me descola um carinho
Eu sou neném, só sossego com beijinho
Vê se me dá o prazer de ter prazer comigo
Me aqueça

Me vira de ponta-cabeça
Me faz de gato e sapato
E me deixa de quatro no ato
Me enche de amor, de amor, oh

Lança, menina, lança todo esse perfume
Desbaratina, não dá pra ficar imune
Ao teu amor que tem cheiro de coisa maluca
Vem cá, meu bem, me descola um carinho
Eu sou neném, só sossego com beijinho
E vê se me dá o prazer de ter prazer comigo
Me aqueça

Me vira de ponta-cabeça
Me faz de gato e sapato
Ah, ah, me deixa de quatro no ato
Me enche de amor, de amor, oh

Lança, lança perfume
Oh, lança, lança perfume
Oh, lança, lança, lança perfume
Lança perfume

Lança, menina, lança todo esse perfume
Desbaratina, não dá pra ficar imune
Ao teu amor que tem cheiro de coisa maluca
Vem cá, meu bem, me descola um carinho
Eu sou neném, só sossego com beijinho
Vê se me dá o prazer de ter prazer comigo
Me aqueça

Me vira de ponta-cabeça
Me faz de gato e sapato
E me deixa de quatro no ato
Me enche de amor, de amor, oh

Lança, menina, lança todo esse perfume
Desbaratina, não dá pra ficar imune
Ao teu amor que tem cheiro de coisa maluca
Vem cá, meu bem, me descola um carinho
Eu sou neném, só sossego com beijinho
E vê se me dá o prazer de ter prazer comigo
Me aqueça

Me vira de ponta-cabeça
Me faz de gato e sapato
Me deixa de quatro no ato
Me enche de amor, de amor, oh

Lança, lança perfume
Oh, lança, lança perfume
Oh, lança, lança, lança perfume
Lança perfume
Lança perfume

Oh, lança perfume, lança perfume
Oh, lança, lança perfume
Lança perfume
Lança perfume

Oh, lança perfume, lança perfume",O Melhor da MPB
O Que Será (A Flor Da Terra),Chico Buarque,1976,MPB,"O que será, que será?
Que andam suspirando pelas alcovas
Que andam sussurrando em versos e trovas
Que andam combinando no breu das tocas
Que anda nas cabeças, anda nas bocas
Que andam acendendo velas nos becos
Que estão falando alto pelos botecos
E gritam nos mercados que com certeza
Está na natureza

Será, que será?
O que não tem certeza nem nunca terá
O que não tem conserto nem nunca terá
O que não tem tamanho

O que será, que será?
Que vive nas ideias desses amantes
Que cantam os poetas mais delirantes
Que juram os profetas embriagados
Que está na romaria dos mutilados
Que está na fantasia dos infelizes
Que está no dia a dia das meretrizes
No plano dos bandidos, dos desvalidos
Em todos os sentidos

Será, que será?
O que não tem decência nem nunca terá
O que não tem censura nem nunca terá
O que não faz sentido

O que será, que será?
Que todos os avisos não vão evitar
Por que todos os risos vão desafiar
Por que todos os sinos irão repicar
Por que todos os hinos irão consagrar
E todos os meninos vão desembestar
E todos os destinos irão se encontrar
E mesmo o Padre Eterno que nunca foi lá
Olhando aquele inferno vai abençoar
O que não tem governo nem nunca terá
O que não tem vergonha nem nunca terá
O que não tem juízo

O que será, que será?
Que todos os avisos não vão evitar
Por que todos os risos vão desafiar
Por que todos os sinos irão repicar
Por que todos os hinos irão consagrar
E todos os meninos vão desembestar
E todos os destinos irão se encontrar
E mesmo o Padre Eterno que nunca foi lá
Olhando aquele inferno vai abençoar
O que não tem governo nem nunca terá
O que não tem vergonha nem nunca terá
O que não tem juízo",O Melhor da MPB
"Oba, Lá Vem Ela",Jorge Ben Jor,1970,MPB,"Oba, lá vem ela
Estou de olho nela
Oba, lá vem ela
Estou de olho nela

Não me importo que ela não me olhe
Não diga nada e nem saiba que eu existo, quem eu sou
Pois eu sei muito bem quem ela é
E fico contente só em ver ela passar

Oba, lá vem ela
Estou de olho nela
Oba, lá vem ela
Estou de olho nela

A noite é linda e ela mais ainda
Todinha de rosa
Mais linda, mais meiga
Que uma rosa

Oba, lá vem ela
Estou de olho nela
Oba, lá vem ela
Estou de olho nela

Não me importo que falem, que pensem
Pois sem saber ela é minha alegria
Ela tem um perfume de uma flor que eu não sei o nome
Mas ela deve ter um nome bonito igual a ela
Oba, oba, oba, oba, oba, oba

Oba, lá vem ela
Estou de olho nela
Oba, lá vem ela
Estou de olho nela",O Melhor da MPB
O Bêbado e a Equilibrista,João Bosco,1979,MPB,"Caía a tarde feito um viaduto
E um bêbado trajando luto
Me lembrou Carlitos...
A lua
Tal qual a dona do bordel
Pedia a cada estrela fria
Um brilho de aluguel
E nuvens!
Lá no mata-borrão do céu
Chupavam manchas torturadas
Que sufoco!
Louco!
O bêbado com chapéu-coco
Fazia irreverências mil
Prá noite do Brasil.
Meu Brasil!...
Que sonha com a volta
Do irmão do Henfil.
Com tanta gente que partiu
Num rabo de foguete
Chora!
A nossa Pátria
Mãe gentil
Choram Marias
E Clarisses
No solo do Brasil...
Mas sei, que uma dor
Assim pungente
Não há de ser inutilmente
A esperança...
Dança na corda bamba
De sombrinha
E em cada passo
Dessa linha
Pode se machucar...
Asas!
A esperança equilibrista
Sabe que o show
De todo artista
Tem que continuar.",O Melhor da MPB
Passe Livre,Teodoro & Sampaio,1991,Sertanejo,"Se tudo o que faço você acha errado.
O que você quer não é certo pra mim.
É melhor cada um seguir um caminho.
Não podemos mais continuar assim.

Até um gesto meu lhe provoca briga.
Você se irrita,diz que me odeia.
Me xinga e me olha só de cara feia.
Sinal que entre nós tudo chega ao fim.

Você não é obrigada a viver comigo.
Se você não quer.
Vou dar agora seu passe livre.
Você pode ir para onde quiser.

Vamos encarar a realidade.
E ver o problema como ele é.
Pra você não existe só eu de homem.
Pra mim não existe só você mulher.",Sertanejo Raiz
Tentei Te Esquecer - Ao Vivo,Matogrosso & Mathias,2003,Sertanejo,"Ah, como quero te encontrar novamente
Estou sozinho procurando você
Ah, como quero te abraçar loucamente
Olhar dentro dos teus olhos e dizer: 
""Não vivo sem você""

O tempo passa, cai a noite e o dia vem
Tento fingir, mas não dá pra esconder
Ah, eu sonhei nas noites vagas com teu amor 
Provei teu beijo, magoei minha dor

Tentei te esquecer, não deu
Pensei que fosse mais forte que esse amor
Ó minha paixão, sou teu
Por mais que eu queira disfarçar como estou
O meu coração se nega a aceitar
Passa o tempo e eu não esqueço de te amar.",Sertanejo Raiz
Tocando em Frente,Almir Sater,1990,Sertanejo,"Ando devagar, porque já tive pressa 
Levo esse sorriso, porque já chorei demais 
Hoje me sinto mais forte, mais feliz, quem sabe?
Só levo a certeza de que muito pouco eu sei,
Ou nada sei. 

Conhecer as manhas e as manhãs, 
O sabor das massas e das maçãs, 
É preciso amor pra poder pulsar, 
É preciso paz pra poder sorrir, 
É preciso a chuva para florir.

Penso que cumprir a vida seja simplesmente 
Compreender a marcha e ir tocando em frente, 
Como um velho boiadeiro levando a boiada
Eu vou tocando os dias pela longa estrada eu vou,
Estrada eu sou. 

Conhecer as manhas e as manhãs, 
O sabor das massas e das maçãs, 
É preciso amor pra poder pulsar, 
É preciso paz pra poder sorrir, 
É preciso a chuva para florir.

Todo mundo ama um dia todo mundo chora, 
Um dia a gente chega, no outro vai embora 
Cada um de nós compõe a sua história,
Cada ser em si carrega o dom de ser capaz,
De ser feliz.

Conhecer as manhas e as manhãs
O sabor das massas e das maçãs
É preciso amor pra poder pulsar,
É preciso paz pra poder sorrir, 
É preciso a chuva para florir.

Ando devagar, porque já tive pressa 
E levo esse sorriso, porque já chorei demais, 
Cada um de nós compõe a sua história, 
Cada ser em si carrega o dom de ser capaz,
de ser feliz.",Sertanejo Raiz
Minha estrela perdida,João Paulo & Daniel,1996,Sertanejo,"Você vai rir, quando eu pedir,
pra me fazer, mais um favor.
Deixe eu sonhar, acreditar,
mais uma vez, num grande amor.

Mente que eu finjo que acredito no seu coração,
conta uma mentira pra minha paixão,
diz que ainda sou o que você mais quis.
Mente que eu sou um sonho lindo que você sonhou
que a vida inteira você me esperou 
basta o seu sorriso pra me ver feliz.

[Refrão]
Só um beijo e nada mais 
pra deixar você em paz 
e encontrar a minha estrela perdida
Só um sonho e nada mais
depois disso tanto faz
uma noite pra esquecer de uma vida
minha estrela perdida.

Mente que eu finjo que acredito no seu coração,
conta uma mentira pra minha paixão,
diz que ainda sou o que você mais quis.
Mente que eu sou um sonho lindo que você sonhou
que a vida inteira você me esperou 
basta o seu sorriso pra me ver feliz.

[Refrão]






by TSam",Sertanejo Raiz
Estrada da vida,Milionário & José Rico,1977,Sertanejo,"Nesta longa estrada da vida
Vou correndo não posso parar
Na esperança de ser campeão
Alcançando o primeiro lugar
Na esperança de ser campeão
Alcançando o primeiro lugar

Mas o tempo
Cercou minha estrada
E o cansaço me dominou
Minhas vistas se escureceram
E o final da corrida chegou....

Este é o exemplo da vida
Para quem não quer compreender
Nós devemos
Ser o que somos
Ter aquilo que bem merecer

Nós devemos
Ser o que somos
Ter aquilo que bem merecer...

Mas o tempo
Cercou minha estrada
E o cansaço me dominou
Minhas vistas se escureceram
E o final desta vida chegou....",Sertanejo Raiz
Canarinho Prisioneiro - Ao Vivo,Chico Rey & Paraná,1993,Sertanejo,"Sou aquele canarinho 
que cantou em seu terreiro
Em frente sua janela 
eu cantava o dia inteiro
Depois fui pra uma gaiola
E me fizeram prisioneiro
Me levaram pra cidade
Me trocaram por dinheiro

No porão daquele prédio 
era onde eu morava
Me insultavam pra cantar
Mas de tristeza eu não cantava
Naquele viver de preso 
muitas vezes imaginava
Se eu arrombasse essa gaiola
Pro meu sertão eu voltava

Um dia de tardezinha 
veio a filha do patrão
Me viu naquela tristeza
e comoveu seu coração
Abriu a porta da grade 
Me tirando da prisão
""vá-se embora canarinho
vá cantar no seu sertão""

Hoje estou aqui de volta 
Desde as altas madrugadas 
Anunciando o entardecer
E o romper da alvorada
Sobrevoando a floresta
E alegrando minha amada
Bem feliz por ter voltado 
pra minha velha morada",Sertanejo Raiz
Liguei Pra Dizer Que Te Amo,Alan e Aladim,1991,Sertanejo,"Já é tarde
É quase madrugada eu não dormi
Com você no pensamento a insistir
Que eu não durma sem falar contigo

Só liguei
Liguei pra te dizer que te amo
E os momentos que felizes nós passamos
Se morrer irá morrer junto comigo

E ao dormir sozinha  estiver em seus lençóis
Abrace o travesseiro e pense em nós
Na impressão irá sentir o meu calor

Vá,
Agora já te ouvi posso sonhar
Sentir as suas mãos a me afagar
Vivendo a paz desse amor

Como pode
Dois seres como nós viver assim
Eu louco por você, você por mim
E agora tão distante sem amor

Vá dormir
E sonhe com nós dois no paraíso
De mãos dadas caminhando no infinito
E pra sempre desfrutando desse amor

E ao dormir sozinha estiver em seus lençóis 
Abrace o travesseiro e pense em nós
Na impressão irá sentir o meu calor

Vá,
Agora já te ouvi posso sonhar
Sentir as suas mãos a me afagar
Vivendo a paz desse amor",Sertanejo Raiz
Vestido De Seda,Teodoro & Sampaio,1984,Sertanejo,"Meu bem, eu queria que você voltasse 
Ao menos pra buscar
Alguns objetos, que na despedida 
Você não levou 
Um batom usado caído num canto 
Da penteadeira
Um vestido velho, cheio de poeira 
Jogado no quarto com marcas de amor

Vestido de seda, o seu manequim 
Também te deixou 
Aí no cantinho não tem mais valor 
Se não tem aquela que tanto te usou 
Eu também não passo 
De um trapo humano, sem minha querida 
Usado e jogado num canto da vida 
Não sei o que faço sem meu grande amor

Eu já nem acendo a luz do meu quarto 
Quando eu vou deitar
Porque no escuro não vejo no espelho 
Meus olhos chorando 
Não vou na cozinha pra não ver dois copos 
Vazios na mesa 
Me fazendo lembrar com tanta tristeza 
Da última noite que nós nos amamos",Sertanejo Raiz
Dormi Na Praça - Ao Vivo,Bruno & Marrone,1994,Sertanejo,"Eu caminhei sozinho pela rua
Falei com as estrelas e com a lua
Deitei num banco da praça tentando te esquecer
Adormeci e sonhei com você

No sonho você veio provocante
Me deu um beijo doce e me abraçou
E bem na hora H no ponto alto do amor
Já era dia e o guarda me acordou

Seu guarda eu não sou vagabundo eu não sou
delinquente
Sou um cara carente
Eu dormi na praça, pensando nela
Seu guarda seja meu amigo me bata me prenda faça tudo
comigo mas não me deixe ficar sem ela",Sertanejo Raiz
Telefone Mudo,Trio Parada Dura,1998,Sertanejo,"Eu quero que risque o meu nome da sua agenda
    
Esqueça o meu telefone não me ligue mais
     
Porque já estou cansado de ser o remédio
                                   
Pra curar o seu tédio quando seus amores
 
não lhe satisfaz

                      
Cansei de ser o seu palhaço

fazer o que sempre quis
                                    
Cansei de curar sua fossa

quando você não se sentia feliz
     
Por isso é que decidi o meu telefone cortar
                        
Você vai discar varias vezes

telefone mudo não pode chamar",Sertanejo Raiz
Ainda Ontem Chorei De Saudade,João Mineiro & Marciano,1998,Sertanejo,"Você me pede na carta que eu desapareça
Que eu nunca mais te procure pra sempre te esqueça
Posso fazer sua vontade atender seu pedido
Mas esquecer, é bobagem, é tempo perdido.

Ainda ontem chorei de saudade
Relendo a carta, sentindo o perfume
Mas que fazer com essa dor que me invade
Mato esse amor ou me mata o ciúme.

INTRODUÇÃO

O dia inteiro te odeio, te busco, te caço
Mas em meu sonho de noite, eu te beijo e te abraço
Porque os sonhos são meus, ninguém rouba e nem tira
Melhor sonhar na verdade que amar na mentira.

Ainda ontem chorei de saudade
Relendo a carta, sentindo o perfume
Mas que fazer com essa dor que me invade
Mato esse amor ou me mata o ciúme.

By AJARMANI",Sertanejo Raiz
A Carta,Eduardo Costa,2008,Sertanejo,"Estou escrevendo essa carta meio aos prantos
Ando meio pelos cantos
Pois não encontrei coragem
De encarar o teu olhar

Está fazendo algum tempo
Que uma coisa aqui por dentro
Despertou e é tão forte
Que eu não pude te contar

Quando você ler eu vou estar bem longe
Não me julgue tão covarde
Só não quis te ver chorar

Perdão amiga são coisas que acontecem 
Dê um beijo nos meninos
Pois eu não vou mais voltar

Como eu poderia dar a ela esta carta
Como eu vou deixar pra sempre aquela casa
Se eu já sou feliz, se eu já tenho amor, se eu já vivo em paz
E por isso decidi que vou ficar com ela
A minha passagem por favor cancela 
Vá sozinha eu não vou mais

Quando cheguei no portão da minha casa
Como se eu tivesse asas
Me senti igual criança
Deu vontade de voar

Quase entrei pela janela 
Minha esposa ali tão bela
Dei um forte longo abraço
E começei a chorar

E com as lágrimas as palavras vinham
E rolavam como pedras
E ela só a me escutar
Ao enxugar minhas lágrimas com beijo 
Revelou que já sabia
Mas iria perdoar

Como eu poderia dar a ela esta carta
Como eu vou deixar pra sempre aquela casa
Se eu já sou feliz, se eu já tenho amor, se eu já vivo em paz
E por isso decidi que vou ficar com ela
A minha passagem por favor cancela 
Vá sozinha eu não vou mais 2x

Ai ai ai ai ai ai

Vá sozinha eu não vou mais",Sertanejo Raiz
Boi Soberano,Mayck & Lyan,2003,Sertanejo,"

Me alembro e tenho saudade do tempo que vai ficando
Do tempo de boiadeiro que eu vivia viajando
Eu nunca tinha tristeza, vivia sempre cantando
Mês e mês cortando estrada no meu cavalo ruano
Sempre lidando com gado, desde a idade de 15 anos
Não me esqueço de um transporte, seiscentos bois cuiabanos
No meio tinha um boi preto por nome de Soberano

Na hora da despedida o fazendeiro foi falando
Cuidado com este boi que nas guampas é leviano
Este boi é criminoso, já me fez diversos danos
Tocamos pelas estradas naquilo sempre pensando
Na cidade de Barretos, na hora que eu fui chegando
A boiada estourou, ai, só via gente gritando
Foi mesmo uma tirania, na frente ia o Soberano

No comércio da cidade as portas foram fechando
Na rua tinha um menino, decerto estava brincando
Quando ele viu que morria de susto foi desmaiando
Coitadinho debruçou na frente do Soberano
O Soberano parou, ai, em cima ficou bufando
Rebatendo com o chifre os bois que vinham passando
Naquilo o pai da criança de longe vinha gritando

Se este boi matar meu filho, eu mato quem vai tocando
E quando viu seu filho vivo e o boi por ele velando
Caiu de joelho por terra e para Deus foi implorando
Salvai meu anjo da guarda desse momento tirano
Quando passou a boiada, o boi foi se retirando
Veio o pai dessa criança, me comprou o Soberano
Este boi salvou meu filho, ninguém mata o Soberano",Sertanejo Raiz
Majestade O Sabiá - Ao Vivo,Roberta Miranda,2000,Sertanejo,"Meus pensamentos
Tomam formas eu viajo
Vou pra onde Deus quiser
Um video-tape que dentro de mim
Retrata todo o meu inconsciente
De maneira natural
Ah! Tô indo agora
Pra um lugar todinho meu
Quero uma rede preguiçosa pra deitar
Em minha volta sinfonia de pardais
Cantando para a majestade, o sabiá

Tô indo agora tomar banho de cascata
Quero adentrar nas matas 
Aonde Oxossi é o Deus
Aqui eu vejo plantas lindas e cheirosas
Todas me dando passagem perfumando o corpo meu

Está viagem dentro de mim
Foi tão linda
Vou voltar a realidade
Pra este mundo de Deus
Pois o meu eu
Este tão desconhecido
Jamais serei traído
Pois este mundo sou eu",Sertanejo Raiz
Sonhei com você,Milionário & José Rico,2001,Sertanejo,"Depois de muito tempo acordado
Já cansado de tanto sofrer
Esta noite eu dormi um pouquinho
Sonhei com você
Você apareceu em meu quarto
E sorrindo me estendeu a mão
Se atirou em meus braços e beijou me
Com emoção

E matando a paixão recolhida
Num delírio de felicidade
Em soluço você me dizia:
Amor que saudade
De repente em menos de um minuto
Você se transformou num vulto e logo desapareceu

Quando acordei não te vi que desespero
Minhas lágrimas molharam a fronha do meu travesseiro
Meu bem como é maravilhoso sonhar com você
Amor como é triste acordar e não te ver",Sertanejo Raiz
Faz de Conta - Ao Vivo,Bruno & Marrone,2023,Sertanejo,"O que será que tá acontecendo
Eu não consigo te entender
Talvez você esteja me aprontando
E eu aqui me acabando
De saudade de você

Por que será que deu seu telefone
Se eu ligo pra você, você nem liga
Se não atende então me desespero
Será que a mulher que eu quero 
Não passa de uma bandida

Não, não pode ser
Não posso acreditar
Que era tudo mentira
O que me disse seu olhar

Não, não pode ser
tô de cabeça tonta
Não faça do amor um jogo...
De faz de conta

E não vê que te amo
E não vê que te chamo
E não vê que sou fraco, ferido
Menino perdido no mundo sem você...

Estou Apaixonado, Estou perdido
Amor Desesperado, Amor Bandido
Que jamais eu posso ter em minhas mãos
Te dou a minha vida o meu mundo
Não quero seu amor por um segundo
Eu quero seu amor por toda vida
Fica comigo... (fica comigo)",Sertanejo Raiz
Amargurado,João Mulato e Douradinho,1998,Sertanejo,"Do que é feito daqueles beijos que eu te dei.
Daquele amor cheio de ilusão.
Que foi a razão do nosso querer.
Pra onde foram tantas promessas que me fizeste.
Não se importando que o nosso amor viesse a morrer.
Talvez com outro estejas vivendo bem mais feliz.
Dizendo ainda que nunca houve amor entre nós.
Pois tu sonhavas com a riqueza que eu nunca tive.
E se ao meu lado muito sofreste.
O meu desejo é que vivas melhor.
Vai com deus, sejas feliz com o seu amado.
Tens aqui um peito magoado,
Que muito sofre por te amar.
Eu só desejo que a boa sorte siga teus passos.
Mais se tiveres algum fracasso,
Creias que ainda, eu possa ajudar.",Sertanejo Raiz
Panela Velha,Sérgio Reis,2000,Sertanejo,"Tô de namoro com uma moça solteirona, 
a bonitona quer ser a minha patroa, os
meus parentes já estão me criticando estão falando
que ela é muito coroa, ela é madura já 
tem mais de trinta anos mas para mim o 
que importa é a pessoa, 

não interessa se ela é coroa panela velha é que faz comida boa.

Menina nova é muito bom mas mete medo não 
tem segredo e vive falando a toa eu 
só confio em mulher com mais de trinta,
sendo distinta a gente erra ela perdoa, para o capricho 
pode ser de qualquer raça, ser africana, italiana 
ou alemoa,
 
não interessa se ela é coroa 
panela velha é que faz comida boa

A nossa vida começa aos quarenta anos, 
nascem os planos do futuro da pessoa, 
quem casa cedo logo fica separado, 
porque a vida de casado as vezes enjoa, dona de casa 
tem que ser mulher madura, porque ao contrário o problema se amontoa, 

não interessa se ela é coroa panela velha é que faz comida boa

Vou me casar para ganhar o seu carinho, viver sozinho a gente desacossoa e o 
gaúcho sem mulher não vale nada e que nem peixe viver fora da lagoa, to resolvido vou 
contrariar meus parentes aquela gente que vive falando a toa,

não interessa se ela é coroa panela velha é que faz comida boa",Sertanejo Raiz
Cabocla Tereza,Eduardo Costa,2021,Sertanejo,"Lá no alto da montanha
Naquela casinha estranha
Toda feita de sapé
Eu parei uma noite a cavalo
Por causa de dois estalos
Que ouvi lá dentro batendo

Apiei com muito jeito
Ouvi um gemido perfeito
E uma voz cheia de dor
Você Tereza descansa
Jurei de fazer vingança
Por causa do meu amor

Por uma fresta na janela
Vi uma luzinha amarela
Vi um lampião quase apagando
Vi uma cabocla no chão
E o cabra tinha na mão
Uma arma alumiando

Virei meu cavalo a galope
Risquei de espora e chicote
Sangrei a anca do tal
Desci pra montanha abaixo
Galopando aquele macho
O seu doutor fui chamar

Nós vortemo lá pra montanha
Para aquela casinha estranha
Eu e mais seu doutor
Que topemo um cabra assustado
Que chamando nós pro lado
A sua história contou

A tempo fiz um ranchinho
Pra minha cabocla morar
Pois era ali nosso ninho
Bem longe desse lugar

No alto lá da montanha
Perto da luz do luar
Vivi um ano feliz
Sem nunca isto esperar

E muito tempo passou
Pensando em ser tão feliz
Mas a Tereza doutor
Felicidade não quis

Pus meu sonho nesse olhar
Paguei caro o meu amor
Por causa de outro caboclo
Meu rancho ela abandonou

Senti meu sangue ferver
Jurei a Tereza matar
O meu alazão arriei
E ela eu fui procurar

Agora já me vinguei
É esse o fim de um amor
Essa cabocla matei
É a minha história doutor",Sertanejo Raiz
